labels,label
"{'rel_t_start': 508.398972419, 'rel_t_end': 508.769141622, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 510.058864196, 'rel_t_end': 510.469657584, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 511.870644547, 'rel_t_end': 512.128969954, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 512.140841417, 'rel_t_end': 512.849103713, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 515.289106211, 'rel_t_end': 516.129425414, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 518.53913158, 'rel_t_end': 519.029084376, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 519.558911246, 'rel_t_end': 519.883040042, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 520.229015338, 'rel_t_end': 520.759014782, 'anomaly': 'crack', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 521.202519319, 'rel_t_end': 523.788980151, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 522.039041763, 'rel_t_end': 522.228933114, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 527.64879587, 'rel_t_end': 528.010751333, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 529.406551221, 'rel_t_end': 529.943156814, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 537.689050383, 'rel_t_end': 538.199803105, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 542.278826214, 'rel_t_end': 542.769329473, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 546.32925747, 'rel_t_end': 546.739595341, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 546.8792971, 'rel_t_end': 547.499432303, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 610.700678136, 'rel_t_end': 611.909137876, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 611.199012876, 'rel_t_end': 611.43914308, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 611.929126857, 'rel_t_end': 613.02889019, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 614.778957096, 'rel_t_end': 615.570369744, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 620.09903163, 'rel_t_end': 620.579749611, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 620.579749611, 'rel_t_end': 620.96898463, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 620.978925296, 'rel_t_end': 621.688961148, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 621.678864703, 'rel_t_end': 621.969259592, 'anomaly': 'bump', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 621.969259592, 'rel_t_end': 622.468997647, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 622.300094796, 'rel_t_end': 622.728982166, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 623.208996406, 'rel_t_end': 623.798851017, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 623.818950165, 'rel_t_end': 624.299149683, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 625.100352424, 'rel_t_end': 625.669477868, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 626.348940089, 'rel_t_end': 626.869009571, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 642.748853469, 'rel_t_end': 643.138930672, 'anomaly': 'no_anomaly', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 647.778868021, 'rel_t_end': 648.308851021, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 667.489395639, 'rel_t_end': 668.440734527, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 675.108831746, 'rel_t_end': 675.678962671, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 676.089783671, 'rel_t_end': 676.369179911, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 677.148855948, 'rel_t_end': 677.919018651, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 680.458847891, 'rel_t_end': 681.089078038, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 681.448955575, 'rel_t_end': 681.881094427, 'anomaly': 'bump', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 681.85906289, 'rel_t_end': 682.568807074, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 730.659719212, 'rel_t_end': 731.139954212, 'anomaly': 'depression', 'transversity': 'transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 731.459976397, 'rel_t_end': 731.939409989, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 747.488929776, 'rel_t_end': 747.989767239, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 748.358882443, 'rel_t_end': 748.90898409, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 748.399202998, 'rel_t_end': 748.799678183, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 748.722543128, 'rel_t_end': 749.57887009, 'anomaly': 'manhole', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 750.250297812, 'rel_t_end': 750.96923133, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 754.489001235, 'rel_t_end': 754.889035254, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 755.138888587, 'rel_t_end': 755.498970068, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 757.63885077, 'rel_t_end': 757.920215937, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 767.139056968, 'rel_t_end': 767.358876246, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 767.758934116, 'rel_t_end': 767.949013542, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 767.758934116, 'rel_t_end': 768.188885412, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 769.238845356, 'rel_t_end': 769.658895189, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 770.889044059, 'rel_t_end': 771.178947651, 'anomaly': 'crack', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
"{'rel_t_start': 771.479144207, 'rel_t_end': 771.998908725, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'middle_severity'}",0
"{'rel_t_start': 772.248984725, 'rel_t_end': 772.789132002, 'anomaly': 'depression', 'transversity': 'no_transverse', 'severity': 'small_severity'}",0
